Protein	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
P05986	11992.6	12051.9	7415.39	5645.39	2625.66	2990.76
P06100	36826.4	44281.1	12475.6	16640.8	6356.93	3839.83
P06101	78315.8	83128	37212.8	37097.1	9421.24	7563.53
P06102	33077	27196.1	10638.3	11780.2	3852.78	3317.57
P06103	412693	405288	173417	172785	40763.1	43656.4
P06105	330397	312586	141467	140505	33520.4	31841.5
P06132	116698	134059	158522	169637	199921	190314
P06168	1573360	1630930	720135	710906	179262	182452
P06169	8299280	8554560	4089290	3915080	887820	905659
P06174	22867.8	14164.7	5824.72	5858.39	829.076	1624.17
P06182	15318.6	13376.6	4591.28	10192.6		
P06197	63501.9	69064.1	28211.6	33505.8	7744.58	5444.95
P06208	204214	191847	85416.2	88986.4	21685.8	19440
P06213	47623.9	75847.5	82502.4	65181.8	56728.7	67252.8
P06241	6996.9	11473	7481.43	10869.6	6309.51	7885.15
P06244	75839.6	81957.9	56288.1	55461.3	12326.3	13403
P06245	5157.38	6595.89	3796.34	2860.46	1686.94	3672.55
P06280	107486	104758	106179	112112	120721	115514
P06367	3654530	3281120	1960690	1988100	411109	345137
P06396	25485	25106.3	25414.7	26683.4	28279.5	29138.2
P06400	12589.5	11087.4	12531.1	12522.3	13135.6	12215.2
P06454	887082	830952	974650	958363	866477	850859
P06493	252237	267186	287139	265139	248904	260388
P06576	498281	457256	534509	522251	506155	513997
P06634	1835400	1587880	792100	812511	169613	161420
P06700	182673	245318	212074	232970	17861.9	21142.8
P06702	12087.2	10236.6	28439.5	29468.6	5978.66	6764.44
P06704	23552.4	17321.1	6794.84	10951.3	4132.15	4407.2
P06730	206051	189887	209914	203926	212387	206758
P06732					6633.61	7422.96
P06733	4015360	3607720	4518620	4505940	3854080	3773150
P06737	267693	256462	269601	275926	270981	273240
P06738	7779.16	7591.99	3722.99	3960.2	1809.12	502.003
P06744	537670	530207	566388	561833	543424	533319
P06746	11896.6	10808.8	9458.29	11200.7	10033	11101.9
P06748	950426	889716	1098490	1063690	833171	810772
P06753	475257	439556	584395	609269	534064	507958
P06756	8167.08	9578.88	13022.3	10926.7	13079.6	9102.94
P06773	10035.7	5674.87	6355.02	9366.7	2228.1	2480.95
P06775	6028.01	9911.2	2635.49	3383.04	885.516	1026.51
P06776	4869.97	8165.4	4071.65	3396.07	652.115	
P06778	4546.42	4696.83				
P06779	3365.64	3799.93	2248.54	1063.45	1959.85	
P06780	210496	171591	85021.1	86831.2	24867.5	20092.7
P06781	14970.9	16785.3	6439.02	8853.91		3329.75
P06782	40169.6	40488.9	14516	15327.8	3903.17	4342.17
P06785	47581.6	51864	19261.2	24103	5291.04	4606.02
P06786	21304.9	17337.6	9642.23	10133.2	3669.69	2470.02
P06787	222629	221413	100928	103745	23229.2	21817.8
P06839	77057.2	78792.1	83952.3	79446.4	73764.3	71786.6
P06843	8839.31	8199.38	5521.2	4906.62	1130.66	1226.91
P06844	2994.86	4147.89	2575.3	1661.76	718.233	
P06865	27552	26174.8	29777.4	32341.9	26860.7	27380.4
P06899	46435.4	42982.7	43186.2	48389.4	48066	46444.2
P06966	10259.4	10434.3	10206	8292.14	8130.09	
P07099	58883.2	56605	64582.1	62978.2	63432.6	61522.6
P07108	89414.7	79288.5	171665	180110	139233	113279
P07143	7585.61	7107.74	3873.91	4165.32	1169.25	1423.06
P07149	869727	850246	350566	350512	79562.4	76944.8
P07170	1388330	1406630	638003	639790	127219	125378
P07172	49882.8	50222.7	22979.7	25455.1	7028.14	8084.32
P07195	3108780	3293120	3255880	3343290	3137050	3019100
P07196	12013.4	10369.9	11575.2	11812.7	11785.1	11287.5
P07197	24042.7	22108.4	26356.5	25951.4	24633.7	26553.5
P07199	5520.99	8638.82	6400.5	4681.04	3425.86	3804.51
P07203	89457	90214.4	87774.4	94350.5	89527.5	90984.8
P07205	2802.81	2195.55	3697.79	1519.64	11906.1	7637.08
P07213	106650	104101	45968	48424	13741.6	12660.2
P07225	9228.73		26509.8			25225.3
P07236	2888.77	4572.62	1806.89	726.993		
P07237	651246	604910	765522	769240	681962	697006
P07244	228597	229784	101227	99682	24748.8	25273.8
P07245	360556	351040	147477	149940	34810	34299.5
P07246	213463	205186	95885	91370.4	17796.9	20776.7
P07248	754.727	1580.07		575.387		
P07250	2842	2679.5				
P07251	680607	656040	277624	288924	64000.6	57574.1
P07253	12619	8585.45	6119.12	6552.87	3327.45	
P07256	51027.7	51010.5	20097.7	21738.5	5783.91	5998.92
P07257	101814	94474.2	43083.5	41721.3	10884.4	8937.85
P07259	736365	738974	314785	314222	69677.5	69940.3
P07260	566666	518023	228097	234510	51151.9	45647.4
P07261	4031.83	18470	10097.6	13703	9561.95	4039.6
P07262	273585	264105	113770	103825	26265.3	25233.1
P07263	216491	227605	95924.8	92809.2	22872.7	24089.5
P07264	362742	339575	151091	137555	30617.5	31808
P07267	484503	490029	233628	224570	54786.5	47453
P07269	78459.3	55082	53517.5	53810.6	18083.4	9988.41
P07271	869.28	779.759				
P07273	41189.8	40360.9	17229.9	21429.9	4904.91	5273.23
P07274	294856	239797	127565	115144	29115.9	31674.8
P07275	36540.7	36684.9	18252.5	16023.8	2928.24	3909.69
P07276	18433	22510	7122.35	6624.76	2571.25	2910.58
P07277	23322.3	21247.3	10984	10970.2	2809.39	3390.32
P07278	104477	107440	48459.8	40228.9	9798.4	11222.1
P07281	3764030	3627750	2030880	2006210	437539	428701
P07283	735237	693279	295383	306604	58558.4	56931.6
P07284	659670	637613	291394	282197	70706.2	68253.7
P07305	40837.2	41342.2	62394.2	56525.2	40308	39026.1
P07311	24392.1	25971.4	22697.6	24445.1	30674.9	27802.9
P07320	19021.3	21082.1	18065.2	16660	19416.4	18460.5
P07339	490991	515362	507173	515771	440647	453888
P07342	205328	161810	87210	83267.2	19665.2	20016.4
P07347	69914.5	70742.9	24313.4	26303.6	6739.67	7309.66
P07355	95985.9	82668.4	95907	88748.7	89074.5	82861.4
P07384	48007.9	44303.2	51410.5	49962.5	50369.2	49105.4
P07437	5055710	4777800	5481120	5401090	4771850	5004570
P07477	197945	195538	344707	321622	249345	236806
P07560	302051	285077	110083	121354	24877.5	26940.8
P07602	120270	109803	175182	170423	112441	107439
P07686	79606.4	78706.7	85211.1	82145.5	81555.9	78194.6
P07702	62265.7	54576.3	23946.6	25128.1	5643.69	6027.08
P07703	198800	195256	91858.7	93478.7	21576.9	21247.7
P07711	8402.65	7013.43	8212.11	11965.2	9198.32	10047.7
P07737	2060330	1997570	2177220	2196450	1692360	1674120
P07738	20359.7	22964.3	22723.9	21410.9	26155.5	22723
P07741	411877	396498	553691	552672	616996	612787
P07806	509554	486498	212690	210759	49981.2	47868.3
P07807	11240.9	9706.9	3467.68	7236.69		
P07814	344108	314884	369659	374822	363481	368838
P07858	53647.8	42228.1	68857.4	66422.4	48970.6	36874
P07864		266.433	836.339	1116.77	777.311	2390.86
P07884	7677.14	8404.87	3668.61	3878.27	477.241	
P07900	2842680	2730340	3305280	3251700	3146650	3071260
P07902	6547.8	5609.09	8865.8	5297.57	6880.28	7463.63
P07910	335883	329625	393237	365012	353520	345392
P07919	12809.7	10055.9	19604.3	18302.1	25573.3	22267
P07942	8679.46	6846.86	6761.38	6436	6317.25	5895.38
P07947	25911.1	23272.7	26527.6	26210.6	25380.2	24533.8
P07948	371990	327561	328835	310291	249952	265517
P07951	109662	97819.2	127486	126440	113883	119147
P07954	288350	299723	293125	292143	285217	272635
P07991	168308	177788	69791.4	75997.8	19252.5	17235.7
P07992	10668	9752.25	10613.9	12325	11233	15012.2
P07996	1390.32		1357.94	2950.81	2364.49	1082.47
P08004	9782.22	9545.36	6528.31	4157.5	449.319	
P08018	9069.68	8247.65	3056.71	2982.48	1661.74	1347.17
P08047	2990.97	2995.1	4043.87	5187.71	2561.76	3082.23
P08067	27681.7	33887.5	17447.9	18829.5	11797.5	13599.1
P08069	2846.78	4383.54	1959.5	3051.98	3171.87	2406.26
P08133	35549.3	30173.7	39679.2	37003.4	42962.3	38849.4
P08134	475072	454397	536784	506420	295887	403036
P08174					543.167	467.655
P08183	20461.2	18466.1	13022.3	20762.3	8852.51	13003
P08195	249180	252348	248965	251757	232109	231095
P08236	7551.01	6628.64	6891.03	5621.82	4570.6	6383.91
P08237	100555	81259.5	108899	112797	112385	111048
P08238	3407400	2988720	3854240	3835230	3850410	3837390
P08240	19953.1	19969.6	19874	19687.6	17753.9	18587.3
P08243	363065	355971	414008	400644	360317	376022
P08247	7268.89	4728.85	3601.64	5346.83	4093.39	8231.93
P08397	66060.7	48837.8	64714.1	68544.4	65250.4	63853.9
P08417	114728	108550	45067	46591.9	10887.5	11703.8
P08456	37325.1	43546.3	25817.1	20975.5	4390.61	5394.74
P08465	5135.39	9621.92	5057.82	4814.74		
P08466	26335.5	26420.2	10301.4	10527.5	3785.59	3162.49
P08518	106126	101468	50680.5	52506.6	12894	14097.5
P08524	580090	557416	249122	251541	54393.7	50580
P08536	8619.4	4316.73	3497.79	5568.1		
P08559	221428	205048	236489	232921	239462	233183
P08566	551568	536304	225832	213502	60696	64725.6
P08572	4660.14	5144.43	3700.3	5184.3	6141.16	3965.21
P08574	1306.83	1500.63	1556.87	2134.83	1715.46	2361.02
P08579	139257	138033	154758	155157	98568.3	104240
P08581	3526.36	3761.89	1952.44	4316.98	3663.46	1482.39
P08590	28246.7	21913.2	36369.9	33104.6	43857.4	42972.2
P08621	536085	504891	580986	618635	563323	555366
P08648	8943.41	12006.7	13294.4	13057.2	12086.7	9021.87
P08651				161.622		267.357
P08670	987935	913177	1171790	1161560	942957	907170
P08678	5626.09	5352.22	2772.44	3294.55	1748.2	
P08679	21200.4	18124.4	7964.25	8515.56	3783.36	2092.86
P08697	16178.7	15378.7	11901.8	17272	10978.9	12250.3
P08708	453536	377173	519331	534021	444253	443280
P08727	326864	288048	204654	227723	265329	278482
P08729	10210.4	7472.05	12439.2	11274.3	7477.58	9428.04
P08754	32739.3	29975.9	28331.5	31090	30927.5	28450
P08758	914841	891939	906595	889191	894219	853750
P08779	1924850	1628750	1090770	981280	1894360	1982100
P08865	1131320	1125850	1261040	1203260	1171500	1129130
P08887	13079	17052.3	17877.2	21556.6	17532.1	18121
P08962	83139.7	76683.3	86503.5	72791.2	68421.6	82772.5
P08964	86009.1	69109.8	35021.3	35452.2	10580	6350
P09001	25174.1	23333.5	25911.7	22785.5	27082.2	27038.1
P09012	209852	204992	194166	210632	197498	172305
P09032	21797.6	22576.6	11033.6	9877.08	2786.42	4001
P09038		4988.82	7555.9	2582.08	3294.84	3591.99
P09064	223386	207044	88419.4	87708.5	19558.6	22432.3
P09086	23997	26032.8	26535.4	26542.2	30212.6	31571.4
P09104	62138.2	56504.4	66689.6	72403.6	70228.6	71319.1
P09110	64911.5	60687.4	61188.6	67401.2	61896	61283.9
P09132	84475.7	82663.9	96898.1	99353.5	89470.8	93816.9
P09211	1077720	968511	1075390	1099350	1089830	1068910
P09232	51855.3	48961.5	24592	27964.9	8475.14	6780.38
P09234	129348	127528	170646	170604	117762	110335
P09382	10774.6	6608.7	11978.3	11370.1	6296.61	6785.09
P09417	54253.1	48509	54051.3	52831.7	45422.2	45600.3
P09429	602167	456950	710875	754646	712998	717916
P09435	23577.3	17179.1	21328.4	23273.4	20174	21396.8
P09436	568901	539186	232254	238954	57323.5	55804.5
P09440	246832	241255	116600	111138	23190.6	24730
P09455	31958.3	25221.1	30916.8	28796.8	30829.4	31560.2
P09457	59658.7	52893.7	23617	22574.7	6597.31	6181.2
P09471	3658.89	4351.63		4643.36	4481.51	3448.33
P09488	30064.4	25468.1	26168.8	30653.1	33605.2	31118.3
P09493	32115.7	30297.7	36573.6	33916.5	41080.6	39086
P09496	453375	471111	579701	577892	365023	368005
P09497	236098	230089	294415	299326	247583	248571
P09525	17556.9	14534.3	17947.5	16255.8	14321.5	15086.4
P09543	83384.2	78250.3	94595.4	91508	78416.2	73027.3
P09547	8618.13	9385.79	4642.92	3885.7	1854.52	1977.61
P09601	5246.22	4708.71	6063.1	5959.18	6284.09	4533.59
P09619		39368.1	49004.1	35617.1	39435.4	41581.2
P09620	22304.9	20337.1	7095.67	9041.28	2678.52	3088.3
P09622	381736	330802	438516	414699	405429	416873
P09624	350166	339564	146474	150286	42519.2	38101.5
P09629	11259	28277.8	20812.6	16857.1	26383.5	17114.1
P09651	787009	725279	896808	839775	938709	962676
P09661	253460	236623	282255	281594	241980	244660
P09668	6157.75	3585.87	6716.37	5256	6301.47	8360.94
P09733	331887	337684	141735	148620	34877.1	36526.9
P09734	162260	163846	78348.1	77229.2	15070.4	15906.3
P09798	168791	169846	74700.3	47497.1	16777.9	24872.4
P09848	30208.8	36297.4	19976.7	26250.2	17197.2	14553.8
P09874	1023940	982358	1125370	1136110	1098610	1060320
P09880	20096.3	20238.6	7579.48	9825.23	1144.75	1580.12
P09884	39435.4	36956.1	44750.6	45177	46777.8	43743
P09936	595257	603093	736426	695511	649020	669505
P09938	270874	244622	111310	116840	26770.4	26279.4
P09950	44065.3	40290.6	16332.5	16021	4740.51	4011.43
P09959	14323.7	14073	5870.27	5837.5	939.317	1803.42
P09960	257005	252667	279909	278489	282891	271383
P09972	685664	693352	737729	718915	616756	612887
P0A6B7	6887.91	7364.75	9082.96	4279.14	10818.7	8344.4
P0A6H1			38170.2	37345.3	37969.6	31624.8
P0A6P9	620142	576761	590525	538889	180293	183219
P0A6T1	82232.6	70931	84230.8	88710.5	100575	105693
P0A6Y8	3969760	3895940	2470280	2307640	1375370	1442530
P0A7P5	221386	196440	213810	203903	247293	237601
P0A7Z4						24264.9
P0A867	655996	901166	541987	527289	197289	153954
P0A870	383408	384116	55913.6	53486.4	7210.5	4682
P0A8W5	4023.2		2884.38		3059	2356.28
P0A9B2	676774	464308	511771	538364	102722	99634
P0A9B6	1543100	2440730	1040200	776609	8499.28	6927.62
P0A9D4	9777.7	10491	7678.75	13195.4	7379.35	6269.52
P0A9H7	11925.8		16639.5	23478.4		7746.66
P0A9Q5	17818.4	24928.4	18814.8	17887.2	1842.74	3718.17
P0AA39	4139.72		9679.6	7447.27	5490.2	
P0AA89	122715	40377	85843.1	97232.7	22684	51170.8
P0AAI3	62933.3	71979.8	55450	63076.7	12781.6	6129.72
P0AC53	40186	35439.2	23677.4	17810	13126.6	12368.6
P0ACY3			873.061	2811.91	1370.04	2187.46
P0AD14	3217.02	2456.41	2354.92	1253.96	1072.58	738.819
P0ADE6	945.122	1546.44	1130.54	2296.49	1723.92	562.392
P0AEM0					677.191	
P0AEP1				150186		
P0AEV1	34973.9	20624.5	50978.5	55192.3	65009.2	63761.2
P0AFX4	127543	144392	143893	146652	118375	113367
P0AG24	37831.7	41346.7	19022.1	25278.6	7409.81	7742.1
P0C0S5	35480.7	31560.1	13189.6	29456.8	20371.9	23989.3
P0C0T4	1262730	1018560	1236510	952149	196273	187973
P0C0W1	1653350	1508620	799370	797416	171738	159676
P0C0W9	1081310	906003	847291	924658	150697	210483
P0C0X0	3252860	2524170	1616660	1565400	310610	261693
P0C1Z6				685.863	1175.3	1177.98
P0C2H6	1302120	1254260	593527	579717	100449	102160
P0C2H7	1751340	1668160	932352	937450	220500	215593
P0C2H8	1812310	1623730	719592	728172	183455	175139
P0C2H9	3993660	3653080	1639730	1761010	414548	424342
P0C2J1	61474.8	102732	31364.7	25111	3428.73	
P0C2J3	45339.5	53956.4	27523.4	25213	6185.71	5098.3
P0C2W1			4997.75		6562.42	5048.39
P0C7P4	19052.5	10398.8	16978.4	18557.1	12848.1	15116.1
P0C7T5	3314.77	4233.49	3004.24	3736.02	3792.16	3816.1
P0C7V9	4837.51	3084.69	3824.13	2740.49	2703.3	2147.32
P0C7X2	2022.85		3185.04	2305.17	2764.55	4263
P0C870	19700.2	12959.7	7610.08	10742.9	9215.03	9625.18
P0CAP2	109733	72825.3	71209	79525	61483.8	63280.4
P0CB38	441.391	1125.46	1725.2	937.182	2242.55	1314.39
P0CE11	15614.3	11724.9	4079.85	5912.29	838.779	
P0CG04	5399.77	2385.75		2911.78	1451.49	3130.53
P0CG13	6489.37	7162.52	7872.92	7031.15	6492.73	7423.87
P0CG31	523.329				16.4541	642.039
P0CG48	2379150	1959690	2299830	2364070	1280430	1586320
P0CS90	1493130	1433670	644070	671071	149124	150232
P0CT04	28467.4	22539.3	14331.1	12680.2	4002.65	3159.48
P0CX11	991474	734053	456465	484260	125633	135484
P0CX24	2807840	2495420	1170370	1234270	291637	295318
P0CX25	303957	239942	121018	131497	24241.9	28543.2
P0CX28	716323	666766	355297	394580	148776	259028
P0CX30	507410	520818	248240	241203	53625.1	48731
P0CX32	3615830	2658160	1828090	1868580	420833	421959
P0CX34	793976	832572	425464	447155	85166.1	85800.1
P0CX36	2957610	2920220	1354020	1356930	303368	300947
P0CX38	2296940	2017160	1284910	1266030	291563	277860
P0CX40	3376380	3070010	1657030	1602210	422264	388296
P0CX42	1723950	1755400	719794	757737	154729	129943
P0CX44	2041400	1990750	972442	924185	233924	241267
P0CX46	853398	821288	444074	434660	114785	123010
P0CX47	2073120	1995210	981477	986363	247286	237622
P0CX50	3965720	4190570	1766210	1834680	379442	307125
P0CX52	3324500	3330730	1389520	1361440	261072	301434
P0CX54	2927970	3080300	1410640	1398980	376194	368947
P0CX56	3850690	3714490	1730900	1724690	433813	419976
P0CX64	30499.2	34311.5	18736.1	17330.2	4205.07	7358.06
P0CX83	3051290	2712710	1421160	1482950	338317	356482
P0CX85	2291050	2027840	1107570	1120100	228008	208485
P0DI81	6480.08	5411.58	6256.89	7388.15	8098.04	6947.55
P0DJ07					2141.45	2977.03
P0DJJ0	11856.6	13185.5	14280.6	14581.3	14528.3	15142.4
P0DMN0		16465	15493.7	16692.5	8284.38	6923.88
P0DMP2	12571.8	4775.4	7317.74	9019.43	9126.37	7951.92
P0DMV8	2880530	2834250	3272910	3286870	2869480	2968540
P0DOX5	11783.1	10672.4	9454.39	7232.66	12458.7	10539.6
P0DOX7		393		161.948	280.551	213.442
P0DP23	629844	580981	841950	850614	658398	662249
P0DPB3			638.904	1152.94		1997.66
P0DPB6	48634.9	45619.1	54539.9	54164.2	43513	40552.3
P0DPD5	23082.6	23455.9	24037.7	28681.1	22376.2	20610.5
P0DPD7					513.237	687.602
P0DPD8	6368.73	5291.93	4556.06	6985.73	4366.62	3040.2
P0DPH7	1927180	2352450	3090620	2896980	2565980	2628420
P0DPI2	3939.61	2988.79	7338.61	8821.95	15171.9	10869.6
P10070		3867.37	10678.1	6675.52	20300.3	
P10071	17222.2	14493.3		18183	73063	10353.5
P10080	400562	349526	201189	194653	44476.9	40760.2
P10081	3757710	3797910	1754820	1635700	369404	360955
P10109	29763.2	27990.9	33168.1	38453.8	28129.4	31147.2
P10114	18406.3	10162.7	21918.4	18867.7	13794	13640.5
P10127	5749.74	5026.65	2087.5	2308.22		1061.28
P10155	304875	301363	312131	319110	343530	322297
P10244	5408.77	5983.95	5807.89	6509.99	6372.65	5827.42
P10253	36929.6	32387.7	37369	33161	40808.4	37333
P10301	1353.64		2077.49		1888.53	280.033
P10321	38522.7	32739.9	36971.6	40910.1	41789.2	42458
P10356	14319.9	13539.8	4037.92	2871.7	502.841	1482.13
P10363	433482	500758	241452	251935	65469.4	50260.6
P10398	12941.5	16228.3	16189.2	14770.3	17061.5	15208.8
P10412	678105	582938	1476370	1473050	963072	938676
P10415	3176.95	2311.93	1275.59	2060.95	2261.56	1922.7
P10507	32278.9	35974.2	16853.5	13631.7	3856.79	4286.89
P10515	141378	145309	128918	134076	134138	134441
P10523	3083.31	14062.8	15386.9	19612.2	20248.7	11844.7
P10586	17438.5	15495.2	19844.3	19807.4	19633.7	18333.4
P10588	20415.6	20059.2	28439.1	29556	26222.6	25107.2
P10589	3880.76	4735.8	3733.8	3717.63	4034.73	4523.92
P10591	19686100	18134500	9432730	9134420	2206850	2140940
P10592	3913160	3591190	1736110	1735570	409607	397528
P10599	1149830	1232860	2207780	2172890	1872390	1908640
P10606	46018	47834.4	82653.2	75101.5	51536.6	70835.4
P10614	312733	288625	122751	117725	28927.1	27630.2
P10619	14810.9	13733.4	19564.5	19841.1	19006	18795.3
P10620	25605.2	28818.1	29242.8	26459.7	30101.1	32220.1
P10622	1128480	1195180	720778	708066	202011	189134
P10636	23256.2	26986.8	29956.9	30535.1	26970.9	28604.1
P10644	33042.3	36124.7	38657.4	38430.8	35453.8	38044.9
P10645	9828.41	13504.7	10076	5631.4	10119.1	6949.53
P10659	824918	832101	396138	362866	83224	86557.7
P10662	22132.1	25706.8	10705.9	11591.4	3568.01	3055.79
P10664	3857180	3706780	1840750	1779060	454885	428224
P10746	7499.76	9550.02	8486.3	9000.79	6290.24	5622.59
P10768	369287	316560	399340	395218	359427	345006
P10809	1858720	1789420	2129900	2084200	1764450	1769310
P10823	6189.11	4255.27	1843.23	2377.11		1881.25
P10834	20629.3	29936.8	13617.7	7590.79	4291.16	2827.84
P10849	50052.8	29162.8	23063.9	26058	2998.11	3739.66
P10869	118019	112674	44116.8	48227.4	11009.5	11777.9
P10961	6499.99	7468.13	3201.63	3860.79	1440.28	
P10962	50473.8	55043.1	30414.7	24667.1		8389.15
P10964	144946	124706	60258.5	60150.6	15423.8	14584.4
P11021	1340620	1232860	1519620	1518240	1441420	1335230
P11047	4330.29	3944.32	5582.35	5416.13	4697.41	4676.56
P11075	418159	411051	199323	199459	58444.1	58063.2
P11076	919473	993977	420741	436433	115426	108574
P11117	26565.7	26039.6	28952	29235.3	32181	30165.7
P11142	2547820	2365030	2804050	2717200	2496930	2486000
P11154	60305.1	67103.1	25073.9	24999.5	7263.32	6902.15
P11166	3949	6051.32	4661.51	4625.61	5642.28	5415.83
P11171	120889	110635	135236	139595	132345	136230
P11172	126257	125341	130927	133815	123989	118119
P11177	159939	147335	155267	158674	157514	160783
P11182	18579.5	20064.3	20455	19142.1	17036.2	16416.6
P11215	22410.4	5550.38	14678.2	20046.6	16520.3	26298.2
P11216	94549.5	91375	105547	105659	109592	106584
P11217	24001.6	27025.1	28375.8	27821.1	27244.2	26446.3
P11233	63731.6	52136	72491	58040.5	57888	58510.7
P11234	2740.44	2833.17	3290.57	3894.27	2459.2	4578.78
P11274	14278.3	13153.7	14644.7	14861.3	14196.2	13790.1
P11277	5208.45	4655.97	5177.39	8314.61	6609.92	5587.89
P11279	88809.3	101393	117954	100740	97348.4	91723.3
P11310	360225	353674	388071	388177	363623	397370
P11353	68022.1	63862.1	31869.7	32610.1	10220.6	10868.3
P11387	90562	87193.4	99225.1	98770.4	84228.5	83108.4
P11388	7484.58	6644.49	7835.64	6793.32	5366.73	5623.47
P11412	318602	309473	136996	130157	32986.1	37520.1
P11413	160908	151390	170022	168327	176666	174195
P11433	22900.3	14700.2	7217.81	6979.44	3449.98	2625.62
P11484	4716880	4590420	2494030	2350410	526404	522543
P11488	60722.4	64714.2	41479.1	40100.8	21135.1	23742.1
P11491	72194.7	65188.1	28477.2	26912	6804.17	7147.78
P11498	94120.9	91029.3	102713	102343	104170	105260
